SampleID	Tissue	Genotype	n.gene	pcft.q25	pcft.q50	pcft.q75	pref.q25	pref.q50	pref.q75
bm236	Leaf	LH156xMo17	12750	0	0.013270667312405525	0.02631578947368421	0.4154858630660334	0.5	0.581081081081081
bm237	Internode	LH156xMo17	14374	0	0.013162600185629328	0.025423728813559324	0.43183130380012597	0.5	0.5662422247041121
bm238	Internode	LH156xMo17	14670	0	0.012795125963288806	0.02436585657616094	0.43103448275862066	0.5	0.568988173455979
bm239	Root	LH156xMo17	16368	0	0.009437260852355193	0.019631699645967823	0.4299202439596528	0.5	0.5679012345679012
bm240	Root	LH156xMo17	15948	0	0.009032744975386874	0.01963124070469028	0.43157894736842106	0.5	0.5664130791083917
bm241	Endosperm	LH156xMo17	12261	0	0.011235955056179775	0.024330900243309004	0.5633802816901409	0.6517058377558756	0.723342939481268
bm242	Internode	LH85xB73	13339	0	0.015151515151515152	0.029411764705882353	0.375	0.4532520325203252	0.5086736549095332
bm243	Seedling	LH85xB73	15044	0	0.013520544477880586	0.02702702702702703	0.38572843932817513	0.45799923022644173	0.5142419884510271
bm244	Leaf	LH85xB73	13489	0	0.011494252873563218	0.024390243902439025	0.3659090909090909	0.45910290237467016	0.5285977859778598
bm245	Root	LH85xB73	16718	0	0.011326099738093965	0.022727272727272728	0.3899865831842576	0.4638317109768766	0.5224380989374855
bm246	Endosperm	LH85xB73	10735	0	0.01282051282051282	0.02818104698245002	0.5	0.6024096385542169	0.6752412462089882
bm247	Endosperm	LH85xMo17	9343	0	0.008492569002123142	0.025396825396825397	0.6383660180207467	0.7684210526315789	0.870133943847871
bm248	Endosperm	LH85xPH207	9649	0	0.010309278350515464	0.02654867256637168	0.6157024793388429	0.7142857142857143	0.8094462540716613
bm249	Internode	LH93xB73	14279	0	0.012121212121212121	0.024691358024691357	0.3835966786953018	0.4594594594594595	0.5175519667931381
bm250	Seedling	LH93xB73	15780	0	0.012345679012345678	0.024634878234926803	0.39080459770114945	0.4605555804946927	0.5167973757635171
bm251	Leaf	LH93xB73	13640	0	0.011392766518051257	0.024096385542168676	0.3709002647837599	0.45901639344262296	0.5263157894736842
bm252	Leaf	LH93xB73	7981	0	0.011494252873563218	0.027960854803275415	0.4720194647201946	0.7142857142857143	0.9821428571428571
bm253	Endosperm	LH93xB73	11464	0	0.013724760614640442	0.028735632183908046	0.5124844527363184	0.6113937255305997	0.6805555555555556
bm254	Seedling	LH93xMo17	15309	0	0.014150943396226415	0.026776519052523172	0.43846153846153846	0.5	0.5630498533724341
bm255	Leaf	LH93xMo17	6888	0	0	0.013416138752461622	0.001665973377703827	0.48907383404961685	0.9891268888174443
bm256	Root	LH93xMo17	15705	0	0.012345679012345678	0.024163568773234202	0.42857142857142855	0.5	0.5687973997833152
bm257	Endosperm	LH93xMo17	11085	0	0.007194244604316547	0.019782393669634024	0.5602836879432624	0.6555555555555556	0.7347856154910097
bm258	Internode	LH93xMo17	13588	0	0.013157894736842105	0.02564102564102564	0.4372831205221065	0.5	0.5642557861133279
bm259	Endosperm	LH93xPH207	11520	0	0.011363636363636364	0.02564102564102564	0.5601503759398496	0.6498238593820962	0.7270503566755308
bm260	Internode	Mo17xB73	13772	0	0.012875536480686695	0.025458819499690623	0.38636363636363635	0.45962732919254656	0.5152284263959391
bm261	Seedling	Mo17xB73	15710	0	0.012919896640826873	0.025	0.3894762466048276	0.46119705558179813	0.5185185185185185
bm262	Leaf	Mo17xB73	13655	0	0.010482180293501049	0.02235586908788796	0.3748629448391164	0.46153846153846156	0.5313872174337291
bm263	Root	Mo17xB73	16167	0	0.0125	0.024527023433389777	0.3888888888888889	0.4626865671641791	0.5207823960880196
bm264	Endosperm	Mo17xB73	11645	0	0.013513513513513514	0.027777777777777776	0.5	0.6055075248158822	0.6744186046511628
bm265	Endosperm	Mo17xB73	10638	0	0.01228251030875993	0.027591915962548525	0.49206349206349204	0.6021088605484705	0.6779661016949152
bm266	Seedling	Mo17xOh43	14719	0	0.016129032258064516	0.029086970043347028	0.4330492752592382	0.5	0.5661347743165925
bm267	Leaf	Mo17xOh43	13196	0	0.012578616352201259	0.02531645569620253	0.41818181818181815	0.5	0.5794186366135239
bm268	Root	Mo17xOh43	16061	0	0.012345679012345678	0.023809523809523808	0.4288164665523156	0.5	0.5714285714285714
bm269	Internode	Mo17xOh43	14825	0	0.010471204188481676	0.02127659574468085	0.42424242424242425	0.4994388327721661	0.5714285714285714
bm270	Endosperm	Mo17xPH207	10454	0	0.013019292406311637	0.02763819095477387	0.2698412698412698	0.347953216374269	0.43373493975903615
bm271	Internode	Mo17xPH207	13286	0	0.014313099275290744	0.028134821758522405	0.4278952678126635	0.5	0.5690990051347882
bm272	Seedling	Mo17xPH207	15188	0	0.013157894736842105	0.025490713017895558	0.43333333333333335	0.4989417942019281	0.5643564356435643
bm273	Leaf	Mo17xPH207	12936	0	0.011834024074885197	0.023952095808383235	0.4166666666666667	0.5	0.5789598167604442
bm274	Root	Mo17xPH207	16233	0	0.009900990099009901	0.02032913843175218	0.4232117812061711	0.49917627677100496	0.5735294117647058
bm275	Seedling	Mo17xPHG29	14784	0	0.014326647564469915	0.026785714285714284	0.4337883448688371	0.4989905014748461	0.5619209313606597
bm276	Internode	Mo17xPHG29	12972	0	0.014521323034793353	0.028172983787732028	0.4284058154325232	0.5	0.5706253814733085
bm277	Root	Mo17xPHG29	15500	0	0.011622278754587	0.02331838634504301	0.425	0.5	0.5736641935282748
bm278	Leaf	Mo17xPHG29	12977	0	0.010822510822510822	0.022988505747126436	0.4166666666666667	0.5	0.5769230769230769
bm279	Leaf	Mo17xPHG29	13210	0	0.010452961672473868	0.022297728090497623	0.4166666666666667	0.5	0.5801045179498218
bm280	Seedling	Mo44xB73	15023	0	0.012048192771084338	0.02452316076294278	0.39285714285714285	0.4631578947368421	0.5207770270270271
bm281	Leaf	Mo44xB73	13314	0	0.010614774301072744	0.023121387283236993	0.378898332788493	0.4632252764866165	0.5333333333333333
bm282	Root	Mo44xB73	15947	0	0.010526315789473684	0.021394931358070995	0.393246713331086	0.4666666666666667	0.527043904854063
bm283	Internode	Mo44xB73	13909	0	0.011547344110854504	0.02364864864864865	0.3861920172599784	0.4607142857142857	0.52
bm284	Seedling	Mo44xMo17	14890	0	0.014925373134328358	0.028463411448358494	0.4375	0.5	0.5648803383536208
bm285	Internode	Mo44xMo17	14250	0	0.014306328804773134	0.027777777777777776	0.429361670147459	0.5	0.5721792108973847
bm286	Root	Mo44xMo17	16824	0	0.012755102040816327	0.02431286541275179	0.43564356435643564	0.500751815290142	0.5701857731038246
bm287	Leaf	Mo44xMo17	13392	0	0.008849557522123894	0.020234139149563547	0.42102451641925326	0.5	0.58206542232277525
bm288	Leaf	Mo44xMo17	13604	0	0.010340372449434199	0.0220125786163522	0.42310402563299526	0.5	0.5833641063515509
bm289	Internode	Mo45xB73	13971	0	0.012195121951219513	0.02491810386357067	0.38113459994648113	0.45966709346991036	0.5190727765216807
bm290	Seedling	Mo45xB73	15703	0	0.011914217633042097	0.023923444976076555	0.39285714285714285	0.46290619251992643	0.5194805194805194
bm291	Leaf	Mo45xB73	13140	0	0.011428571428571429	0.024539877300613498	0.375	0.4594594594594595	0.5271281985107867
bm292	Root	Mo45xB73	15771	0	0.012013105205678923	0.023809523809523808	0.38666666666666666	0.46189164370982555	0.5200701908313227
bm293	Endosperm	Mo45xB73	11841	0	0.010698198198198198	0.024509803921568627	0.4846938775510204	0.6041666666666666	0.6746031746031746
bm294	Internode	Mo45xMo17	12777	0	0.017057569296375266	0.031073881309476147	0.43010752688172044	0.5	0.5668299510146956
bm295	Endosperm	Mo45xMo17	9637	0	0.012626262626262626	0.02857142857142857	0.5364238410596026	0.6404494382022472	0.725752508361204
bm296	Leaf	Mo45xMo17	11982	0	0.014405783065855009	0.027906976744186046	0.42028985507246375	0.5	0.5855382054533924
bm297	Root	Mo45xMo17	15772	0	0.013333333333333334	0.025179856115107913	0.4285550082101806	0.49730809943953813	0.566577034000729
bm298	Seedling	Mo45xMo17	14717	0	0.012805587892898719	0.025232403718459494	0.43521594684385384	0.5	0.5648535564853556
bm299	Endosperm	Mo45xPH207	11643	0	0.008928571428571428	0.021876255547127917	0.5353670213483297	0.6387306753458096	0.714020434619728
bm300	Endosperm	MoGxB73	11063	0	0.015625	0.030962571971555376	0.5	0.6	0.6666666666666666
bm301	Internode	MoGxB73	14535	0	0.013360903451566725	0.02626949725351744	0.3809038890505285	0.457842248413418	0.5188309938636584
bm302	Leaf	MoGxB73	13794	0	0.009833763123963897	0.021621621621621623	0.38	0.4647887323943662	0.5365853658536586
bm303	Root	MoGxB73	16291	0	0.0117827868852459	0.023809523809523808	0.3925594327742092	0.4644165358451073	0.522227711901625
bm304	Seedling	MoGxB73	15754	0	0.010700912640703546	0.022683335606961202	0.3943232566128478	0.4645210248442737	0.523362366753555
bm305	Seedling	MoGxMo17	14171	0	0.01627906976744186	0.030303030303030304	0.42857142857142855	0.5	0.5665089790705554
bm306	Endosperm	MoGxMo17	11045	0	0.013888888888888888	0.02912621359223301	0.5609756097560976	0.6457949662369552	0.72
bm307	Internode	MoGxMo17	14232	0	0.01225541941439729	0.024849009985930474	0.4361902456553638	0.5	0.5625
bm308	Leaf	MoGxMo17	13269	0	0.01201923076923077	0.024752475247524754	0.4239290989660266	0.5	0.5802919708029197
bm309	Root	MoGxMo17	16894	0	0.011329986025329454	0.022222222222222223	0.4327906055412493	0.5	0.5688957939256665
bm310	Endosperm	NC230xB73	11496	0	0.011988023952095809	0.02631578947368421	0.5	0.6103322440087147	0.6814814814814815
bm311	Endosperm	NC230xB73	11792	0	0.011677739411687572	0.025477707006369428	0.5032072055811256	0.6111111111111112	0.6837308686145895
bm312	Endosperm	NC230xMo17	12330	0	0.010416666666666666	0.023076923076923078	0.5683822804769882	0.6502202515504549	0.7246376811594203
bm313	Endosperm	NC230xPH207	10540	0	0.01228238542613732	0.02724610949846799	0.5945945945945946	0.6812394983197312	0.7534246575342466
bm314	Internode	NKH8431xB73	9903	0	0.013287117273252455	0.02631578947368421	0.38095238095238093	0.45573294629898403	0.5109911199185608
bm315	Leaf	NKH8431xB73	9876	0	0.011363636363636364	0.024759939739307003	0.34389281482735273	0.45274695356054273	0.5385612518923549
bm316	Root	NKH8431xB73	11454	0	0.010223206975958306	0.021072020715736137	0.3914427503346502	0.4659774904726288	0.5260490219226537
bm317	Seedling	NKH8431xB73	8581	0	0.01583873290136789	0.032707774798927614	0.36180904522613067	0.4375	0.4970622796709753
bm318	Endosperm	NKH8431xMo17	12875	0	0.008450704225352112	0.020202020202020204	0.5758228137130182	0.6590909090909091	0.7329440760393745
bm319	Endosperm	NKH8431xPH207	8968	0	0	0.012824252760075398	1.591427492268007e-4	0.56	0.7009930260764099
bm320	Internode	NKS8326xB73	6543	0	0	0.01338935574229692	0.3694959844918305	0.45794392523364486	0.5333333333333333
bm321	Leaf	NKS8326xB73	7056	0	0	0.011560693641618497	0.3333333333333333	0.46153846153846156	0.5936586489578037
bm322	Root	NKS8326xB73	7355	0	0	0.010416666666666666	0.3772182943343936	0.4676258992805755	0.5466666666666666
bm323	Endosperm	NKS8326xB73	5184	0	0	0.012268166288650914	0.5107144670695171	0.6180961232076474	0.7031790759193234
bm324	Seedling	NKS8326xB73	7182	0	0	0.01160512052747308	0.3830132633324123	0.46153846153846156	0.5352112676056338
bm325	Seedling	NKS8326xMo17	2246	0	0	0.012484452736318409	0.42045454545454547	0.4937084520417854	0.5664623069936421
bm326	Internode	NKS8326xMo17	2077	0	0	0.012836970474967908	0.4126984126984127	0.49264705882352944	0.5706051873198847
bm327	Leaf	NKS8326xMo17	2121	0	0	0.013043478260869565	0.38461538461538464	0.492	0.5993265993265994
bm328	Root	NKS8326xMo17	2383	0	0	0.010115933501328183	0.4103520857252201	0.49585406301824214	0.5771620325982743
bm329	Endosperm	NKS8326xMo17	1476	0	0	0.010256410256410256	0.5495967741935484	0.6492367281840966	0.7278333333333333
bm330	Endosperm	NKS8326xPH207	5860	0	0	0.010408537114117239	0.5625	0.6538461538461539	0.7329028781095792
bm331	Endosperm	Ny821xB73	5437	0	0	0.011099899091826439	0.5161290322580645	0.6198347107438017	0.7027107536490914
bm332	Endosperm	Ny821xMo17	6087	0	0	0.014018691588785047	0.5517241379310345	0.6467576791808873	0.7243878060969515
bm333	Endosperm	Ny821xPH207	6749	0	0	0.01	0.5574324324324325	0.6446280991735537	0.7233766233766233
bm334	Endosperm	Oh43xB73	10364	0	0.01444043321299639	0.030303030303030304	0.5	0.6041666666666666	0.6744186046511628
bm335	Internode	Oh43xB73	13776	0	0.011494252873563218	0.02443096091708985	0.38461538461538464	0.46046425463559937	0.5211267605633803
bm336	Leaf	Oh43xB73	13849	0	0.011182108626198083	0.023465703971119134	0.35096153846153844	0.45234248788368336	0.5329341317365269
bm337	Root	Oh43xB73	16086	0	0.010719754977029096	0.021659799982323386	0.39285714285714285	0.4656839018447205	0.5248840638436776
bm338	Seedling	Oh43xB73	14690	0	0.010869565217391304	0.022739020111521832	0.39439850109833313	0.46348632530256384	0.5192307692307693
bm339	Endosperm	Oh43xMo17	9314	0	0.014492753623188406	0.030303030303030304	0.5620913380519043	0.6534504488036712	0.7324616488741365
bm340	Endosperm	Oh43xPH207	12056	0	0.009345794392523364	0.022727272727272728	0.5656763229927008	0.6477954445690874	0.7216034794851166
bm341	Leaf	PH207xB73	13441	0	0.010638297872340425	0.02336448598130841	0.34026465028355385	0.45202020202020204	0.5416666666666666
bm342	Root	PH207xB73	15644	0	0.010467779988289235	0.021505376344086023	0.38742276307721335	0.4638598511345684	0.5252525252525253
bm343	Endosperm	PH207xB73	11212	0	0.011330747010145272	0.025210084033613446	0.5222172883362937	0.6168975059685926	0.6842105263157895
bm344	Seedling	PH207xB73	14501	0	0.010587102983638113	0.022885572139303482	0.3904109589041096	0.462406015037594	0.5217391304347826
bm345	Internode	PH207xB73	13255	0	0.010954616588419406	0.023076923076923078	0.38028169014084506	0.4603960396039604	0.5205565471710285
bm346	Endosperm	PH207xMo17	11538	0	0.010746913366365223	0.023964639619288575	0.2777777777777778	0.35338028935059285	0.4418604651162791
bm347	Internode	PHB47xB73	11734	0	0.013043478260869565	0.02631578947368421	0.37566679677335413	0.455631950908747	0.5181818181818182
bm348	Leaf	PHB47xB73	12233	0	0.010416666666666666	0.023076923076923078	0.35451505016722407	0.4579554822753504	0.5428713858424726
bm349	Root	PHB47xB73	12408	0	0.016365901720888854	0.03065134099616858	0.375	0.45	0.5065228832951945
bm350	Endosperm	PHB47xB73	10105	0	0.011834319526627219	0.025	0.5159817351598174	0.6137142857142858	0.6818181818181818
bm351	Seedling	PHB47xB73	12864	0	0.010095348099832405	0.022061359026369166	0.39622641509433965	0.4664423847638831	0.5252918287937743
bm352	Seedling	PHB47xMo17	15751	0	0.012750455373406194	0.02459016393442623	0.44079428852589353	0.5063995548135782	0.5763300376647834
bm353	Internode	PHB47xMo17	14679	0	0.013910355486862442	0.02627209825090434	0.43733141521309116	0.5052083333333334	0.5766986222431767
bm354	Leaf	PHB47xMo17	13895	0	0.010344827586206896	0.023148148148148147	0.3990323297801388	0.5075093867334167	0.6241363651380591
bm355	Root	PHB47xMo17	15872	0	0.011799410029498525	0.023457382526480417	0.43243243243243246	0.5042113545341391	0.5792788057190916
bm356	Endosperm	PHB47xMo17	12701	0	0.00834326579261025	0.02030456852791878	0.573170731707317	0.655609756097561	0.7284768211920529
bm357	Endosperm	PHB47xPH207	12112	0	0.007751937984496124	0.019532442384004884	0.5793816598134147	0.6619718309859155	0.7377600430416069
bm358	Internode	PHG29xB73	13046	0	0.012698412698412698	0.02564102564102564	0.3862904799063597	0.4599771167048055	0.5158977576698259
bm359	Leaf	PHG29xB73	13687	0	0.011049723756906077	0.024081946074966658	0.34585269446623623	0.45454545454545453	0.5384615384615384
bm360	Root	PHG29xB73	15232	0	0.010425222887141873	0.021660649819494584	0.391304347826087	0.4647887323943662	0.5238095238095238
bm361	Endosperm	PHG29xB73	11754	0	0.010309278350515464	0.023255813953488372	0.5217391304347826	0.6153846153846154	0.681178356814624
bm362	Seedling	PHG29xB73	14351	0	0.010050251256281407	0.022222222222222223	0.3936070040469608	0.4634146341463415	0.5227545236538043
bm363	Endosperm	PHG29xMo17	11486	0	0.009146341463414634	0.02147239263803681	0.5684946171970672	0.6511425925695749	0.7231580053228743
bm364	Endosperm	PHG29xPH207	1669	0	0.008048289738430584	0.022727272727272728	0.5491738788355626	0.6452442159383034	0.7391304347826086
bm365	Endosperm	PHG35xB73	10094	0	0.014285714285714285	0.029850746268656716	0.49074074074074076	0.5983564510141406	0.6666666666666666
bm366	Internode	PHG35xB73	12974	0	0.01282051282051282	0.026143790849673203	0.38013851453867165	0.4582919082847986	0.51813320001212
bm367	Leaf	PHG35xB73	12522	0	0.011093136714513884	0.024025805976111966	0.36894995163543864	0.4583333333333333	0.5294117647058824
bm368	Root	PHG35xB73	14858	0	0.01098901098901099	0.023255813953488372	0.38461538461538464	0.46153846153846156	0.5227222132275561
bm369	Seedling	PHG35xB73	14070	0	0.009933774834437087	0.022432304242842357	0.38777145473574043	0.4624477180840487	0.522413158423131
bm370	Seedling	PHG35xMo17	13879	0	0.012857142857142857	0.025394906047868565	0.43184442578207016	0.5	0.5679012345679012
bm371	Internode	PHG35xMo17	12693	0	0.014626635873749037	0.02857142857142857	0.4368279569892473	0.5017462165308498	0.5714285714285714
bm372	Leaf	PHG35xMo17	11570	0	0.011910217799310376	0.02564102564102564	0.42114658042359676	0.5015362759349808	0.5862068965517241
bm373	Root	PHG35xMo17	14339	0	0.011111111111111112	0.022727272727272728	0.42857142857142855	0.5	0.57026179726572
bm374	Endosperm	PHG35xMo17	11206	0	0.011904761904761904	0.026195157639635105	0.5557913384452485	0.6478309950008063	0.7272727272727273
bm375	Endosperm	PHG35xPH207	9052	0	0.012658227848101266	0.02631578947368421	0.5595728940619451	0.6470804022269216	0.7250125586068319
bm376	Internode	PHG39xB73	11815	0	0.013009540329575022	0.026239067055393587	0.38216960506117137	0.4563106796116505	0.5132285056798167
bm377	Leaf	PHG39xB73	11226	0	0.010922996158159734	0.02411889097744361	0.3684210526315789	0.4594594594594595	0.5263157894736842
bm378	Root	PHG39xB73	13868	0	0.011428571428571429	0.0234375	0.38738738738738737	0.4618077502795741	0.5217391304347826
bm379	Endosperm	PHG39xB73	8678	0	0.011904761904761904	0.027777777777777776	0.5	0.6018518518518519	0.6764705882352942
bm380	Seedling	PHG39xB73	13052	0	0.008994318477785606	0.019694144012662868	0.3910200958211339	0.4643856317631966	0.5219091989384725
bm381	Seedling	PHG39xMo17	15149	0	0.013445378151260505	0.025943396226415096	0.4375	0.5057142857142857	0.5753880266075388
bm382	Leaf	PHG39xMo17	13210	0	0.012430094355969954	0.0247716366741403	0.42656965055109597	0.5062723693538558	0.5900504418232219
bm383	Root	PHG39xMo17	16360	0	0.012048192771084338	0.023255813953488372	0.4353614580160422	0.5045526141262296	0.5750550093428567
bm384	Endosperm	PHG39xMo17	12236	0	0.010814465581199861	0.024390243902439025	0.5698924731182796	0.6577400920474434	0.7368421052631579
bm385	Internode	PHG39xMo17	13273	0	0.01282051282051282	0.02564102564102564	0.43496503496503497	0.5012636899747261	0.5687732342007435
bm386	Endosperm	PHG39xPH207	11045	0	0.011494252873563218	0.02575107296137339	0.5714285714285714	0.660701274236258	0.7384615384615385
bm387	Internode	PHG47xB73	13944	0	0.01282051282051282	0.0257441676329059	0.37251876059065603	0.4560293892341613	0.5172413793103449
bm388	Root	PHG47xB73	15994	0	0.010047956678369014	0.021143046689051963	0.3870967741935484	0.4639868995633188	0.5238095238095238
bm389	Leaf	PHG47xB73	13269	0	0.00847457627118644	0.019562715765247412	0.37214791502753736	0.4647887323943662	0.5384615384615384
bm390	Leaf	PHG47xB73	13051	0	0.008771929824561403	0.020689655172413793	0.36914650237794633	0.4625	0.5352869614999285
bm391	Endosperm	PHG47xB73	10586	0	0.013896316102198455	0.029411764705882353	0.488474038243519	0.5988532359509076	0.6675236590985113
bm392	Internode	PHG47xMo17	13139	0	0.014285714285714285	0.028107747147841953	0.4314516129032258	0.5	0.5675675675675675
bm393	Root	PHG47xMo17	14398	0	0.01612421762156957	0.029879983523520306	0.4098558883580788	0.48583748013459166	0.5576039071144595
bm394	Leaf	PHG47xMo17	12121	0	0.012589928057553957	0.025974025974025976	0.41580756013745707	0.5	0.5840220385674931
bm395	Endosperm	PHG47xMo17	11065	0	0.007518796992481203	0.02	0.5531914893617021	0.6466666666666666	0.725
bm396	Seedling	PHG47xMo17	14264	0	0.011627906976744186	0.024162027828260425	0.4356835686619675	0.5	0.5647510318784579
bm397	Endosperm	PHG47xPH207	10910	0	0.008645533141210375	0.021505376344086023	0.5606984478935698	0.6503067484662577	0.7265572637399464
bm398	Seedling	PHG50xB73	14384	0	0.013245033112582781	0.02643171806167401	0.3872785406077449	0.45871559633027525	0.5144230769230769
bm399	Endosperm	PHG50xB73	9134	0	0.015335469520141889	0.0318448293343903	0.48277381133221936	0.5939086294416244	0.6589678652269101
bm400	Internode	PHG50xB73	13909	0	0.01366742596810934	0.02631578947368421	0.3843283582089552	0.45765765765765765	0.5131578947368421
bm401	Leaf	PHG50xB73	13377	0	0.011254019292604502	0.023809523809523808	0.3716711694326515	0.4606986899563319	0.5287958115183246
bm402	Root	PHG50xB73	15988	0	0.011752530261852833	0.023529411764705882	0.38598634207669014	0.46225790328626765	0.5219686586754266
bm403	Seedling	PHG50xMo17	14597	0	0.01681159420289855	0.030303030303030304	0.4375	0.5	0.562753036437247
bm404	Endosperm	PHG50xMo17	10960	0	0.01403698230457353	0.02943019036628975	0.5649205242833566	0.648936170212766	0.7233508994624274
bm405	Leaf	PHG50xMo17	12904	0	0.012618301552727782	0.02512562814070352	0.42105263157894735	0.5	0.5773871787208606
bm406	Root	PHG50xMo17	15308	0	0.011444636956491767	0.023570677303486734	0.42755543606288726	0.5	0.5689399281230098
bm407	Internode	PHG50xMo17	13733	0	0.012195121951219513	0.024096385542168676	0.4318181818181818	0.5	0.5660377358490566
bm408	Endosperm	PHG50xPH207	4593	0	0.006964596633778294	0.018518518518518517	0.5619223659889094	0.6470588235294118	0.7251184834123223
bm409	Internode	PHG72xB73	12086	0	0.009290154107457517	0.022900763358778626	0.38461538461538464	0.4576271186440678	0.5173193717277487
bm410	Leaf	PHG72xB73	11442	0	0.0066482014865452185	0.01879049152345114	0.3769546027742749	0.46351148146987875	0.5365319058272078
bm411	Root	PHG72xB73	13898	0	0.006674082313681869	0.017635736206567894	0.3893805309734513	0.46511627906976744	0.5267941587101423
bm412	Endosperm	PHG72xB73	8364	0	0.008849557522123894	0.026785714285714284	0.5	0.6052631578947368	0.6811820652173913
bm413	Seedling	PHG72xB73	12377	0	0.005917159763313609	0.01808439383791025	0.3926553672316384	0.4659090909090909	0.5300400534045394
bm414	Endosperm	PHG72xMo17	11167	0	0.005494505494505495	0.017857142857142856	0.5657300391353645	0.6528213166144201	0.7291772850832483
bm415	Endosperm	PHG72xPH207	3983	0	0.004132231404958678	0.016216216216216217	0.5420300129977549	0.645877378435518	0.7272727272727273
bm416	Endosperm	PHG83xB73	1312	0	0.011826174925292421	0.025178999446868664	0.5052183881692078	0.6189793969163597	0.6889024088434251
bm417	Endosperm	PHG83xMo17	11966	0	0.009881422924901186	0.02278336841498227	0.6086956521739131	0.689873417721519	0.7749492395510095
bm418	Endosperm	PHG83xPH207	11247	0	0.0053475935828877	0.015873015873015872	0.6	0.6809651474530831	0.7634932837028645
bm419	Seedling	PHJ40xB73	14196	0	0.0136986301369863	0.026785714285714284	0.3850417312209506	0.456	0.510992369488702
bm420	Endosperm	PHJ40xB73	8569	0	0.015267175572519083	0.03208556149732621	0.4772727272727273	0.5909090909090909	0.6648351648351648
bm421	Internode	PHJ40xB73	13362	0	0.013761467889908258	0.026750019587146068	0.37735849056603776	0.45454545454545453	0.5137931034482759
bm422	Leaf	PHJ40xB73	13372	0	0.010692011635144232	0.02203856749311295	0.37254901960784315	0.46186997727238965	0.5300100341047518
bm423	Root	PHJ40xB73	14989	0	0.011235955056179775	0.022911051212938006	0.3829787234042553	0.4632258064516129	0.5259259259259259
bm424	Endosperm	PHJ40xMo17	7689	0	0.0125	0.02850877192982456	0.5638977635782748	0.6538461538461539	0.7360703812316716
bm425	Internode	PHJ40xMo17	8123	0	0.017350157728706624	0.033542976939203356	0.4252605005908261	0.5045871559633027	0.5838279323705531
bm426	Leaf	PHJ40xMo17	11379	0	0.011435832274459974	0.023279576143979366	0.42211093866201055	0.5013123359580053	0.5846884364533756
bm427	Root	PHJ40xMo17	13151	0	0.012548262548262547	0.024390243902439025	0.43307515015465287	0.5006622516556292	0.5727272727272728
bm428	Seedling	PHJ40xMo17	12095	0	0.011494252873563218	0.02359882005899705	0.4405083655083655	0.5019654088050315	0.5662521882401401
bm429	Endosperm	PHJ40xPH207	12283	0	0.008547008547008548	0.021088655643309816	0.5830323497581266	0.6636363636363637	0.7422388364825794
bm430	Internode	PHN11xB73	13689	0	0.011467889908256881	0.023715415019762844	0.3811881188118812	0.46102839984986865	0.5221437740693197
bm431	Leaf	PHN11xB73	13042	0	0.010137276059329292	0.021881075383603045	0.3793103448275862	0.46316320569334535	0.5306122448979592
bm432	Root	PHN11xB73	15669	0	0.01170046801872075	0.023143164693218515	0.3890675241157556	0.46296296296296297	0.5199236044795555
bm433	Endosperm	PHN11xB73	10511	0	0.010043041606886656	0.023809523809523808	0.5065800865800866	0.6150041220115416	0.6898326454316217
bm434	Seedling	PHN11xB73	14710	0	0.009060023941173119	0.019746872298281797	0.39622641509433965	0.46774193548387094	0.5260247564935066
bm435	Leaf	PHN11xMo17	12722	0	0.010526315789473684	0.022641509433962263	0.4255988707408201	0.5	0.5806451612903226
bm436	Root	PHN11xMo17	15359	0	0.012969283276450512	0.025	0.43437447289101405	0.5003717472118959	0.5693295735121497
bm437	Seedling	PHN11xMo17	14168	0	0.012899444087282079	0.02564102564102564	0.4375	0.5	0.5672385848159252
bm438	Endosperm	PHN11xPH207	2161	0	0.0055617352614015575	0.0182370820668693	0.5373509102322661	0.6397039841665949	0.72
bm439	Seedling	PHW65xB73	11242	0	0.002171575700987466	0.022426313882188416	0	0.3242569252544315	0.470257561636872
bm440	Internode	PHW65xB73	10913	0	0.001851525304179157	0.0193631669535284	0	0.33089579524680074	0.475
bm441	Root	PHW65xB73	11924	0	0.002721093472337401	0.02	2.8868425122584735e-4	0.3401856742697079	0.47675061741098995
bm442	Leaf	PHW65xB73	10482	0	0.001112656553407824	0.016968769617074702	0	0.32313385627530367	0.4796747967479675
bm443	Leaf	PHW65xB73	10073	0	0	0.017884258478150835	0	0.2823529411764706	0.47330960854092524
bm444	Endosperm	PHW65xB73	11600	0	0.012048192771084338	0.025806451612903226	0.5081745680106337	0.6113690219732874	0.6793655911148542
bm445	Seedling	PHW65xMo17	9893	0	0.008547008547008548	0.02577319587628866	0.006430868167202572	0.3770491803278688	0.518324607329843
bm446	Internode	PHW65xMo17	9386	0	0.007936507936507936	0.02517876845781626	0.007255170958210215	0.36715230855855857	0.5157894736842106
bm447	Leaf	PHW65xMo17	9203	0	0.006787330316742082	0.022222222222222223	0.004519779782029151	0.3391304347826087	0.5172413793103449
bm448	Root	PHW65xMo17	10661	0	0.008456659619450317	0.023809523809523808	0.006756756756756757	0.358695652173913	0.5185185185185185
bm449	Endosperm	PHW65xMo17	11596	0	0.010471204188481676	0.023529411764705882	0.5633413138052792	0.6490934194068138	0.7234207360284788
bm450	Endosperm	PHW65xPH207	10616	0	0.010487219202815534	0.024233148429000033	0.5565218429388263	0.6451612903225806	0.7205882352941176
